STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Baton Rouge                 ,800008078.0,Insured-Subsidized,HUDSON SQUARE (HERITAGE APARTMENTS),2700000.0,10/1/2047 12:00:00 AM,High-Medium
Frostburg                   ,800009231.0,Insured-Subsidized,FROSTBURG HEIGHTS,3440000.0,1/1/2052 12:00:00 AM,High-Medium
Sandwich                    ,800008864.0,Insured-Subsidized,SHAWME HEIGHTS APTS.,6250000.0,9/1/2058 12:00:00 AM,High-Medium
Worcester                   ,800008652.0,Insured-Subsidized,MARBLE STREET APARTMENTS,26528967.0,9/1/2057 12:00:00 AM,
Reading                     ,800008370.0,Insured-Subsidized,CEDAR GLEN,29360000.0,11/1/2056 12:00:00 AM,
Natick                      ,800008865.0,Insured-Subsidized,SHERWOOD VILLAGE,26500000.0,5/1/2053 12:00:00 AM,
Jenkins                     ,800007770.0,Insured-Subsidized,Mountain Breeze,925000.0,,Low
Louisville                  ,800007526.0,Insured-Subsidized,CALIFORNIA SQUARE I APARTMENTS,1900000.0,5/1/2042 12:00:00 AM,Low-Medium
Louisville                  ,800007527.0,Insured-Subsidized,CALIFORNIA SQUARE II APARTMENTS,2785400.0,11/1/2057 12:00:00 AM,High-Medium
Greenfield                  ,800008627.0,Insured-Subsidized,LEYDEN WOODS APARTMENTS,26200000.0,10/1/2057 12:00:00 AM,
Monroe                      ,800008128.0,Insured-Subsidized,OAK MANOR,5000000.0,10/1/2061 12:00:00 AM,High-Medium
Louisville                  ,800007540.0,Insured-Subsidized,RUSSELL APARTMENTS,850000.0,5/1/2033 12:00:00 AM,Low
Wrentham                    ,800008629.0,Insured-Subsidized,LIBERTY PINES,10240000.0,5/1/2057 12:00:00 AM,Large
Shreveport                  ,800008126.0,Insured-Subsidized,NORTHSIDE VILLA (HAP),638000.0,,Low
Roxbury                     ,800008879.0,Insured-Subsidized,SOUTH END APARTMENTS,4439400.0,5/1/2043 12:00:00 AM,High-Medium
Roxbury                     ,800008653.0,Insured-Subsidized,MARCUS GARVEY GARDENS,14558000.0,3/1/2052 12:00:00 AM,
Scottsville                 ,800007484.0,Insured-Subsidized,ALCO APARTMENTS,1525000.0,2/1/2051 12:00:00 AM,Low-Medium
Baton Rouge                 ,800008001.0,Insured-Subsidized,CATHOLIC-PRESBYTERIAN APARTMENTS,2723800.0,,Low-Medium
Boston                      ,800008298.0,Insured-Subsidized,BEACON HOUSE,14000000.0,7/1/2054 12:00:00 AM,
Olive Hill                  ,800007694.0,Insured-Subsidized,HYDRECO APARTMENTS,800000.0,,Low
Hudson                      ,800008764.0,Insured-Subsidized,PETERS GROVE,6533000.0,7/1/2053 12:00:00 AM,Large
Shreveport                  ,800008002.0,Insured - Previously Subsidized,CEDAR CREEK,5038000.0,12/1/2050 12:00:00 AM,High-Medium
Sharon                      ,800008905.0,Insured-Subsidized,STONY BROOK COURT,16849300.0,7/1/2057 12:00:00 AM,High-Medium
Brockton                    ,800008338.0,Insured-Subsidized,BROCKTON COMMONS,14268400.0,4/1/2056 12:00:00 AM,
Covington                   ,800007530.0,Insured-Subsidized,CAMBRIDGE SQUARE APTS,30000000.0,3/1/2063 12:00:00 AM,High-Medium
Somerville                  ,800008351.0,Insured-Subsidized,CLARENDON HILL TOWERS,0.0,,
Chelsea                     ,800008362.0,Insured-Subsidized,CARTER HEIGHTS,8386400.0,3/1/2052 12:00:00 AM,Large
Marrero                     ,800008006.0,Insured-Subsidized,NEW CHATEAU,5140000.0,4/1/2050 12:00:00 AM,High-Medium
South Yarmouth              ,800008908.0,Insured-Subsidized,SWAN POND VILLAGE,23509000.0,6/1/2048 12:00:00 AM,
Winnsboro                   ,800008248.0,Insured-Subsidized,WINNSBORO HOMES II (223a7/HAP),841000.0,,Low
Lawrence                    ,800008274.0,Insured-Subsidized,ARLINGTON PARK,7554800.0,2/1/2057 12:00:00 AM,Large
Vivian                      ,800008004.0,Insured-Subsidized,CENTRAL PARK WEST,582900.0,,Low
Georgetown                  ,800007912.0,Insured-Subsidized,TRINITY APARTMENTS,880700.0,3/1/2041 12:00:00 AM,Low
Dorchester                  ,800008360.0,Insured-Subsidized,CARDINAL MEDEIROS MANOR,10208000.0,2/1/2057 12:00:00 AM,Large
Roxbury                     ,800008617.0,Insured-Subsidized,NUESTRA COMUNIDAD,2105000.0,2/1/2043 12:00:00 AM,Low-Medium
Bernice                     ,800008245.0,Insured-Subsidized,WILLOW VILLAGE,775000.0,,Low
Chelsea                     ,800008336.0,Insured-Subsidized,BROADWAY GLEN,30000000.0,7/1/2057 12:00:00 AM,
Allston                     ,800008334.0,Insured-Subsidized,BRIGHTON-ALLSTON ELDERLY,21500000.0,9/1/2055 12:00:00 AM,High-Medium
Alexandria                  ,800007982.0,Insured-Subsidized,BETHEL,2307000.0,12/1/2053 12:00:00 AM,High-Medium
Newport                     ,800007913.0,Insured-Subsidized,TWO RIVERS APTS,4200600.0,2/1/2044 12:00:00 AM,High-Medium
Salisbury                   ,800009363.0,Insured-Subsidized,MOSS HILL TOWNHOUSES,2394600.0,,Low-Medium
Somerville                  ,800008760.0,Insured-Subsidized,PEARL STREET PARK,16230000.0,5/1/2052 12:00:00 AM,
Peabody                     ,800008758.0,Insured-Subsidized,PEABODY HOUSE,17450000.0,2/1/2051 12:00:00 AM,
Roslindale                  ,800008484.0,Insured-Subsidized,Florence Apartments,37600000.0,1/1/2055 12:00:00 AM,
Columbia                    ,800009235.0,Insured-Subsidized,Monarch Mills,24207900.0,1/1/2060 12:00:00 AM,
Somerset                    ,800007661.0,Insured-Subsidized,GREYSTONE MANOR,1449400.0,4/1/2044 12:00:00 AM,Low-Medium
Louisville                  ,800007938.0,Insured-Subsidized,COMMUNITY TOWERS,3395900.0,2/1/2042 12:00:00 AM,High-Medium
Fitchburg                   ,800008482.0,Insured-Subsidized,FITCHBURG GREEN,14400000.0,12/1/2054 12:00:00 AM,
Feeding Hills               ,800008766.0,Insured-Subsidized,PHEASANT HILL VILLAGE,17600000.0,6/1/2055 12:00:00 AM,
Gaithersburg                ,800009218.0,Insured-Subsidized,FOREST OAK TOWERS,18100000.0,4/1/2037 12:00:00 AM,
Holyoke                     ,800008633.0,Insured-Subsidized,LINDEN TOWERS,17620000.0,10/1/2052 12:00:00 AM,
Reading                     ,800008763.0,Insured-Subsidized,PETER SANBORN PLACE,12971300.0,8/1/2057 12:00:00 AM,
Cambridge                   ,800008335.0,Insured-Subsidized,BRISTON ARMS,35789000.0,3/1/2057 12:00:00 AM,
Opelousas                   ,800008075.0,Insured-Subsidized,HOLY TRINITY VILLA,3707300.0,10/1/2042 12:00:00 AM,High-Medium
North Adams                 ,800008568.0,Insured-Subsidized,HOLY FAMILY TERRACE,3065500.0,3/1/2051 12:00:00 AM,High-Medium
Worcester                   ,800008906.0,Insured-Subsidized,STRATTON HILL PARK,9890000.0,6/1/2059 12:00:00 AM,Large
Louisville                  ,800007931.0,Insured-Subsidized,WATTERSON LAKEVIEW APARTMENTS,7760800.0,1/1/2058 12:00:00 AM,Large
Haverhill                   ,800008767.0,Insured-Subsidized,PHOENIX ROW APARTMENTS,9840000.0,7/1/2056 12:00:00 AM,High-Medium
Elizabethtown               ,800007926.0,Insured-Subsidized,PINE CREST (I and II),2080000.0,6/1/2045 12:00:00 AM,Low-Medium
Baltimore                   ,800009221.0,Insured-Subsidized,FOXWELL MEMORIAL APTS,3320000.0,,High-Medium
Pittsfield                  ,800008827.0,Insured-Subsidized,BERKSHIRE PEAK,4169000.0,4/1/2058 12:00:00 AM,High-Medium
Newton                      ,800008907.0,Insured-Subsidized,SUMNER ST HSG FOR THE ELDERLY,8085800.0,6/1/2055 12:00:00 AM,High-Medium
Shreveport                  ,800008014.0,Insured-Subsidized,CLEAR HORIZONS,2450000.0,11/1/2053 12:00:00 AM,High-Medium
Baltimore                   ,800009104.0,Insured-Subsidized,BASILICA PLACE,10900000.0,10/1/2050 12:00:00 AM,
Boston                      ,800008752.0,Insured-Subsidized,OXFORD PLACE,9077000.0,11/1/2058 12:00:00 AM,Large
Bossier City                ,800008015.0,Insured-Subsidized,CLOVERDALE PLAZA (Sec 8 HAP),7800000.0,6/1/2026 12:00:00 AM,Large
New Orleans                 ,800008077.0,Insured-Subsidized,Garden Oaks Towers,9000000.0,5/1/2053 12:00:00 AM,Large
Springfield                 ,800009043.0,Insured-Subsidized,HOTEL WORTHY,3728000.0,4/1/2051 12:00:00 AM,High-Medium
Boston                      ,800008364.0,Insured-Subsidized,CASAS BORINQUEN,5040000.0,6/1/2030 12:00:00 AM,High-Medium
Covington                   ,800007934.0,Insured-Subsidized,GARDENS AT GREENUP,300000.0,6/1/2042 12:00:00 AM,Very Low
Shreveport                  ,800007997.0,Insured-Subsidized,CANAAN VILLAGE,5500000.0,8/1/2055 12:00:00 AM,Large
Springfield                 ,800008264.0,Insured-Subsidized,ALLEN PARK APTS I,4057300.0,,High-Medium
Beverly                     ,800008273.0,Insured-Subsidized,APPLE VILLAGE,45000000.0,6/1/2057 12:00:00 AM,Large
Edmonton                    ,800007911.0,Insured-Subsidized,TREE TOP APTS,885500.0,12/1/2055 12:00:00 AM,
Brighton                    ,800008353.0,Insured - Previously Subsidized,CAMELOT COURT,32594200.0,7/1/2057 12:00:00 AM,
New Orleans                 ,800008012.0,Insured-Subsidized,CHRISTOPHER INN,2771600.0,1/1/2050 12:00:00 AM,High-Medium
Baltimore                   ,800009113.0,Insured-Subsidized,BELVEDERE GREEN,4867000.0,7/1/2047 12:00:00 AM,High-Medium
Palmer                      ,800008753.0,Insured-Subsidized,PALMER GREEN ESTATES,11509000.0,5/1/2058 12:00:00 AM,
Worcester                   ,800008778.0,Insured-Subsidized,PLUMLEY VILLAGE EAST,35768100.0,2/1/2051 12:00:00 AM,
Springfield                 ,800008265.0,Insured-Subsidized,ALLEN PARK APTS II,2076500.0,,High-Medium
Worcester                   ,800009019.0,Insured-Subsidized,WHITTIER TERRACE,20100000.0,2/1/2058 12:00:00 AM,
Prestonsburg                ,800007677.0,Insured-Subsidized,HIGHLAND HEIGHTS,736500.0,10/1/2035 12:00:00 AM,Low
Townsend                    ,800008279.0,Insured-Subsidized,TOWNSEND ELD RESIDENCES,3728300.0,6/1/2041 12:00:00 AM,High-Medium
Marrero                     ,800008017.0,Insured-Subsidized,Cypress Place Apartments (Concordia) (223f),3956000.0,9/1/2048 12:00:00 AM,High-Medium
Lafayette                   ,800008191.0,Insured-Subsidized,STONEHENGE,512900.0,,Low
Minden                      ,800008236.0,Insured-Subsidized,WEBSTER MANOR,1111000.0,,Low
Ashland                     ,800008276.0,Insured-Subsidized,ASHLAND COMMONS,14500000.0,10/1/2057 12:00:00 AM,
Wellington                  ,800007447.0,Insured-Subsidized,VANTAGE POINT APARTMENTS,538800.0,,Low
Wilbraham                   ,800009020.0,Insured-Subsidized,WILBRAHAM COMMONS,14080000.0,10/1/2053 12:00:00 AM,
Henderson                   ,800007960.0,Insured-Subsidized,WOODSVIEW APTS,2000000.0,8/1/2055 12:00:00 AM,
Dorchester                  ,800008259.0,Insured-Subsidized,ADAMS TEMPLETON ELD HSG,12608000.0,11/1/2057 12:00:00 AM,
Emporia                     ,800007416.0,Insured-Subsidized,STANTON HEIGHTS,830000.0,2/1/2028 12:00:00 AM,Low
Lawrence                    ,800007448.0,Insured-Subsidized,VERMONT TOWERS,1656900.0,9/1/2053 12:00:00 AM,Low-Medium
Merriam                     ,800007422.0,Insured-Subsidized,MERRIAM SENIOR RESIDENCES,3975500.0,8/1/2057 12:00:00 AM,High-Medium
Lexington                   ,800007941.0,Insured-Subsidized,WESTMINSTER VILLAGE,7061000.0,6/1/2060 12:00:00 AM,Large
Garden City                 ,800007413.0,Insured-Subsidized,SOUTHLAWN ESTATES,3321400.0,12/1/2043 12:00:00 AM,High-Medium
Lake Charles                ,800008021.0,Insured-Subsidized,FAIRVIEW CROSSING,12000000.0,2/1/2056 12:00:00 AM,
Indianapolis                ,800007103.0,Insured-Subsidized,WOODLAKE APARTMENTS OF INDIANAPOLIS,6775000.0,6/1/2045 12:00:00 AM,Large
Taunton                     ,800008771.0,Insured-Subsidized,PINE GROVE APTS.,2900000.0,11/1/2056 12:00:00 AM,High-Medium
Louisville                  ,800007703.0,Insured-Subsidized,J O BLANTON HOUSE,7300000.0,11/1/2053 12:00:00 AM,Large
Meraux                      ,800008184.0,Insured-Subsidized,St. Bernard Manor,3628900.0,5/1/2050 12:00:00 AM,High-Medium
Louisville                  ,800007674.0,Insured-Subsidized,Henry Green Apartments,9385400.0,11/1/2059 12:00:00 AM,Large
Cynthiana                   ,800007670.0,Insured-Subsidized,HARRISON HOUSE,150000.0,,Very Low
Springfield                 ,800008305.0,Insured-Subsidized,BERGEN CIRCLE,0.0,,
Lexington                   ,800007928.0,Insured-Subsidized,WALNUT HILL,1303900.0,5/1/2030 12:00:00 AM,Low
North Andover               ,800009035.0,Insured-Subsidized,WOODRIDGE HOMES,34500000.0,1/1/2056 12:00:00 AM,
Wareham                     ,800009036.0,Insured-Subsidized,WOODS AT WAREHAM,7645000.0,7/1/2054 12:00:00 AM,Large
Covington                   ,800007671.0,Insured-Subsidized,Hathaway Court Apartments,3280000.0,4/1/2048 12:00:00 AM,High-Medium
Gary                        ,800007104.0,Insured-Subsidized,WOODLAKE VILLAGE,21600000.0,11/1/2056 12:00:00 AM,Large
Richmond                    ,800007751.0,Insured-Subsidized,Madison Tower,3013200.0,3/1/2057 12:00:00 AM,High-Medium
Bowling Green               ,800007481.0,Insured-Subsidized,ABEL COURT,4481100.0,1/1/2062 12:00:00 AM,
Logansport                  ,800006840.0,Insured-Subsidized,LOGANSPORT SENIOR CITIZENS VILLAGE,2640000.0,9/1/2054 12:00:00 AM,High-Medium
La Grange                   ,800007747.0,Insured-Subsidized,Shepherd of the Valley Lutheran Community,1788900.0,6/1/2042 12:00:00 AM,Low-Medium
Wichita                     ,800007457.0,Insured-Subsidized,WEST PARK TOWER,4432000.0,7/1/2056 12:00:00 AM,High-Medium
Shreveport                  ,800008038.0,Insured-Subsidized,FAIR PARK TERRACE,910000.0,,Low
Natchitoches                ,800008039.0,Insured-Subsidized,FAIRGROUNDS ROAD,1945536.0,3/1/2050 12:00:00 AM,Low-Medium
Whitinsville                ,800009016.0,Insured-Subsidized,COTTON MILL APARTMENTS,7380000.0,3/1/2058 12:00:00 AM,Large
Framingham                  ,800008300.0,Insured-Subsidized,Pelham II Apartments,24000000.0,4/1/2056 12:00:00 AM,
Lafayette                   ,800008189.0,Insured-Subsidized,ED WASHINGTON PLACE,1673200.0,12/1/2047 12:00:00 AM,Low-Medium
Hopkinsville                ,800007956.0,Insured-Subsidized,WOODLAND HEIGHTS,1049200.0,,Low-Medium
Anderson                    ,800006841.0,Insured-Subsidized,LONGFELLOW PLAZA,4191100.0,5/1/2051 12:00:00 AM,High-Medium
Frankfort                   ,800007716.0,Insured-Subsidized,KINGS DAUGHTERS APARTMENTS,2066100.0,8/1/2046 12:00:00 AM,Low-Medium
Shelbyville                 ,800007701.0,Insured-Subsidized,Indian Ridge,4225000.0,12/1/2055 12:00:00 AM,High-Medium
Jamaica Plain               ,800008282.0,Insured-Subsidized,BACK OF THE HILL,7490000.0,10/1/2048 12:00:00 AM,Large
Ottawa                      ,800007425.0,Insured-Subsidized,SUNFLOWER PLAZA TOWER,1146800.0,3/1/2041 12:00:00 AM,Low-Medium
Jamaica Plain               ,800009032.0,Insured-Subsidized,WOODBOURNE APARTMENTS,14880000.0,12/1/2054 12:00:00 AM,
Georgetown                  ,800007952.0,Insured-Subsidized,WINDSOR PLACE APARTMENTS,571100.0,1/1/2028 12:00:00 AM,Very Low
Great Bend                  ,800007423.0,Insured-Subsidized,SUNFLOWER HOUSING,451700.0,1/1/2042 12:00:00 AM,Low
Paducah                     ,800007746.0,Insured-Subsidized,Lone Oak Manor,1548400.0,11/1/2031 12:00:00 AM,Low-Medium
West Liberty                ,800007731.0,Insured-Subsidized,Frederick Place Apartments,1993500.0,6/1/2055 12:00:00 AM,Low-Medium
Elizabethtown               ,800007735.0,Insured-Subsidized,Lincoln Trail Res Group Home,90000.0,2/1/2034 12:00:00 AM,Very Low
Brookline                   ,800008299.0,Insured-Subsidized,BEACON PARK,13000000.0,5/1/2056 12:00:00 AM,
Boston                      ,800008280.0,Insured - Previously Subsidized,CHRISTOPHER   COLUMBUS   PLAZA,43376300.0,7/1/2052 12:00:00 AM,
Shreveport                  ,800008237.0,Insured-Subsidized,WELLINGTON SQUARE,7637100.0,1/1/2052 12:00:00 AM,Large
Wichita                     ,800007371.0,Insured-Subsidized,PRAIRIE VILLA,1950000.0,11/1/2045 12:00:00 AM,Low-Medium
Watertown                   ,800008275.0,Insured-Subsidized,ARSENAL APARTMENTS,32127200.0,2/1/2056 12:00:00 AM,
Brockton                    ,800008772.0,Insured-Subsidized,PINE COMMONS,23241200.0,5/1/2057 12:00:00 AM,
Quincy                      ,800009031.0,Insured-Subsidized,WOLLASTON MANOR,16081700.0,10/1/2052 12:00:00 AM,
Maynard                     ,800008743.0,Insured-Subsidized,OLD MILL GLEN,10720000.0,11/1/2056 12:00:00 AM,Large
East Boston                 ,800008968.0,Insured-Subsidized,VICTORY GARDENS,8308000.0,4/1/2054 12:00:00 AM,Large
Springfield                 ,800008969.0,Insured-Subsidized,VILLA NUEVA VISTA,1044500.0,,Low
Methuen                     ,800008755.0,Insured-Subsidized,PARK GARDENS,8559000.0,2/1/2050 12:00:00 AM,Large
Lawrence                    ,800008756.0,Insured-Subsidized,PARKSIDE APTS WEST,12750000.0,3/1/2056 12:00:00 AM,High-Medium
Roxbury                     ,800008433.0,Insured-Subsidized,COUNCIL TOWER,28800000.0,11/1/2056 12:00:00 AM,
Weymouth                    ,800008800.0,Insured-Subsidized,QUEEN ANNES GATE I,16216700.0,11/1/2052 12:00:00 AM,
Brockton                    ,800008285.0,Insured-Subsidized,Greenwoods Apartments,34500000.0,11/1/2053 12:00:00 AM,
Wellington                  ,800007202.0,Insured-Subsidized,EASTWOOD APARTMENTS,287000.0,,Very Low
Quincy                      ,800008949.0,Insured-Subsidized,TOWN BROOK HOUSE,28994000.0,10/1/2060 12:00:00 AM,Large
Newton                      ,800008720.0,Insured-Subsidized,NEW FALLS APTS,16471500.0,11/1/2056 12:00:00 AM,Large
Baltimore                   ,800009081.0,Insured-Subsidized,ABUNDANT LIFE TOWERS,4421100.0,2/1/2043 12:00:00 AM,High-Medium
Cambridge                   ,800008821.0,Insured-Subsidized,RINDGE TOWER APARTMENTS,21100000.0,7/1/2058 12:00:00 AM,
Worcester                   ,800008721.0,Insured-Subsidized,NEW HORIZONS,2260200.0,6/1/2041 12:00:00 AM,Low-Medium
Baltimore                   ,800009266.0,Insured-Subsidized,WEINBERG MANOR WEST,3880000.0,11/1/2039 12:00:00 AM,High-Medium
Medford                     ,800008825.0,Insured-Subsidized,RIVERSIDE TOWERS,50850000.0,4/1/2056 12:00:00 AM,
Holton                      ,800007193.0,Insured-Subsidized,CYPRESS GLEN,498200.0,,Low
Lowell                      ,800008950.0,Insured-Subsidized,Townehouse of Lowell,10808000.0,1/1/2051 12:00:00 AM,
Chelsea                     ,800008412.0,Insured-Subsidized,COLLINS NON-PROFIT APTS,18056800.0,9/1/2057 12:00:00 AM,Large
Silver Spring               ,800009240.0,Insured-Subsidized,GEORGIAN COURT APTS,28990000.0,7/1/2050 12:00:00 AM,High-Medium
Turners Falls               ,800008785.0,Insured-Subsidized,POWER TOWN,6930000.0,11/1/2056 12:00:00 AM,Large
Lawrence                    ,800008444.0,Insured-Subsidized,DIAMOND SPRING GARDENS,13800000.0,12/1/2055 12:00:00 AM,Low-Medium
Littleton                   ,800008694.0,Insured-Subsidized,MILL POND APARTMENTS,5446800.0,1/1/2058 12:00:00 AM,High-Medium
Beattyville                 ,800007729.0,Insured-Subsidized,SEPTEMBER PLACE RETIREMENT VILLAGE,1898500.0,12/1/2037 12:00:00 AM,Low-Medium
New Orleans                 ,800008026.0,Insured-Subsidized,DELILLE INN,2400000.0,8/1/2055 12:00:00 AM,High-Medium
Baltimore                   ,800009454.0,Insured-Subsidized,ST. JAMES TERRACE APTS.,11000000.0,7/1/2058 12:00:00 AM,
Charlestown                 ,800008701.0,Insured-Subsidized,MISHAWUM PARK APTS,15562300.0,3/1/2056 12:00:00 AM,
Worcester                   ,800008418.0,Insured-Subsidized,COLONY RETIREMENT HOMES III,9863000.0,1/1/2057 12:00:00 AM,Large
Worcester                   ,800008415.0,Insured-Subsidized,COLONY RETIREMENT HOMES IV,4551600.0,11/1/2051 12:00:00 AM,High-Medium
Westfield                   ,800008784.0,Insured-Subsidized,POWDERMILL VILLAGE,14500000.0,8/1/2062 12:00:00 AM,
Fall River                  ,800008293.0,Insured-Subsidized,BAY VILLAGE APARTMENTS,22000000.0,10/1/2055 12:00:00 AM,Large
